No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 2pa0A, 0.5041, 2.93, 0.106, 171, 47, CRYSTAL STRUCTURE OF TTHB049 FROM THERMUS THERMOPHILUS HB8
2, 2eoaA, 0.5028, 2.98, 0.085, 171, 47, STRUCTURAL STUDY OF PROJECT ID TTHB049 FROM THERMUS THERMOPHILUS HB8 (W85H)
3, 2p75A, 0.5000, 2.97, 0.085, 171, 47, CRYSTAL STRUCTURE OF TTHB049 FROM THERMUS THERMOPHILUS HB8
4, 2p2zA, 0.4995, 2.99, 0.085, 171, 47, CRYSTAL STRUCTURE OF TTHB049 FROM THERMUS THERMOPHILUS HB8
5, 2ekbA, 0.4990, 3.00, 0.085, 171, 47, STRUCTURAL STUDY OF PROJECT ID TTHB049 FROM THERMUS THERMOPHILUS HB8 (L19M)
6, 2p9fA, 0.4989, 3.01, 0.085, 171, 47, CRYSTAL STRUCTURE OF TTHB049 FROM THERMUS THERMOPHILUS HB8
7, 2q62H, 0.4986, 3.59, 0.019, 221, 54, CRYSTAL STRUCTURE OF ARSH FROM SINORHIZOBIUM MELILOTI
8, 3svlB, 0.4980, 3.66, 0.113, 182, 53, STRUCTURAL BASIS OF THE IMPROVEMENT OF CHRR - A MULTI-PURPOSE ENZYME
9, 3svlA, 0.4980, 3.65, 0.113, 181, 53, STRUCTURAL BASIS OF THE IMPROVEMENT OF CHRR - A MULTI-PURPOSE ENZYME
10, 2enwA, 0.4977, 2.99, 0.085, 171, 47, MUTANT Y92H STRUCTURE OF TTHB049 FROM THERMUS THERMOPHILUS HB8
