No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 3svlB, 0.4991, 3.69, 0.113, 182, 53, STRUCTURAL BASIS OF THE IMPROVEMENT OF CHRR - A MULTI-PURPOSE ENZYME
2, 4hs4D, 0.4965, 3.74, 0.077, 184, 52, CRYSTAL STRUCTURE OF A PUTATIVE CHROMATE REDUCTASE FROM GLUCONACETOBACTER HANSENII GH-CHRR CONTAINING A Y129N SUBSTITUTION.
3, 3svlA, 0.4954, 3.66, 0.113, 181, 53, STRUCTURAL BASIS OF THE IMPROVEMENT OF CHRR - A MULTI-PURPOSE ENZYME
4, 3s2yB, 0.4954, 3.69, 0.058, 182, 52, CRYSTAL STRUCTURE OF A CHROMATE/URANIUM REDUCTASE FROM GLUCONACETOBACTER HANSENII
5, 2q62H, 0.4953, 3.75, 0.018, 221, 55, CRYSTAL STRUCTURE OF ARSH FROM SINORHIZOBIUM MELILOTI
6, 2q62B, 0.4951, 3.76, 0.018, 222, 55, CRYSTAL STRUCTURE OF ARSH FROM SINORHIZOBIUM MELILOTI
7, 2fzvA, 0.4949, 3.57, 0.019, 235, 54, CRYSTAL STRUCTURE OF AN APO FORM OF A FLAVIN-BINDING PROTEIN FROM SHIGELLA FLEXNERI
8, 2q62F, 0.4946, 3.75, 0.018, 219, 55, CRYSTAL STRUCTURE OF ARSH FROM SINORHIZOBIUM MELILOTI
9, 2q62C, 0.4941, 3.75, 0.018, 221, 55, CRYSTAL STRUCTURE OF ARSH FROM SINORHIZOBIUM MELILOTI
10, 2q62D, 0.4937, 3.74, 0.018, 235, 55, CRYSTAL STRUCTURE OF ARSH FROM SINORHIZOBIUM MELILOTI
