No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6rapE, 0.6921, 2.89, 0.755, 275, 94, CRYO-EM STRUCTURE OF THE ANTI-FEEDING PROPHAGE CAP (AFP TUBE TERMINATING CAP) 
2, 6j0fF, 0.6883, 2.38, 0.281, 272, 89, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
3, 6j0fE, 0.6883, 2.38, 0.281, 272, 89, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
4, 6j0fD, 0.6883, 2.38, 0.281, 272, 89, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
5, 6j0fC, 0.6883, 2.38, 0.281, 272, 89, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
6, 6j0fB, 0.6883, 2.38, 0.281, 272, 89, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
7, 6j0fA, 0.6883, 2.38, 0.281, 272, 89, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
8, 6ifyE, 0.5902, 3.79, 0.111, 206, 99, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR1 
9, 6ifyF, 0.5867, 3.77, 0.101, 216, 99, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR1 
10, 6ifuF, 0.5857, 3.79, 0.101, 207, 99, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR2-DSDNA COMPLEX 
11, 6ifnE, 0.5824, 3.71, 0.092, 219, 98, CRYSTAL STRUCTURE OF TYPE III-A CRISPR CSM COMPLEX 
12, 6ifzE, 0.5822, 3.89, 0.091, 207, 99, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR2-SSDNA COMPLEX 
13, 6ifuE, 0.5805, 3.80, 0.084, 216, 95, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR2-DSDNA COMPLEX 
14, 6ifkF, 0.5805, 3.73, 0.092, 216, 98, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR1 COMPLEX; AMPPNP BOUND 
15, 6ifzF, 0.5799, 3.70, 0.102, 216, 98, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR2-SSDNA COMPLEX 
16, 6muuC, 0.5798, 3.94, 0.074, 276, 95, CRYO-EM STRUCTURE OF CSM-CRRNA BINARY COMPLEX IN TYPE III-A CRISPR-CAS SYSTEM 
17, 6ifnG, 0.5792, 3.74, 0.112, 220, 98, CRYSTAL STRUCTURE OF TYPE III-A CRISPR CSM COMPLEX 
18, 6iflE, 0.5787, 3.71, 0.112, 217, 98, CRYO-EM STRUCTURE OF TYPE III-A CSM-NTR COMPLEX 
19, 6ifuD, 0.5785, 3.72, 0.102, 217, 98, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR2-DSDNA COMPLEX 
20, 6musD, 0.5780, 3.90, 0.104, 287, 96, CRYO-EM STRUCTURE OF LARGER CSM-CRRNA-TARGET RNA TERNARY COMPLEX IN TYPE III-A CRISPR-CAS SYSTEM 
21, 6ig0F, 0.5780, 3.73, 0.092, 216, 98, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR1; ATP BOUND 
22, 6musK, 0.5774, 3.92, 0.083, 275, 96, CRYO-EM STRUCTURE OF LARGER CSM-CRRNA-TARGET RNA TERNARY COMPLEX IN TYPE III-A CRISPR-CAS SYSTEM 
23, 6ig0E, 0.5774, 3.73, 0.092, 207, 98, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR1; ATP BOUND 
24, 6ifrF, 0.5772, 3.85, 0.111, 217, 99, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-NTR; ATP BOUND 
25, 6iflF, 0.5772, 3.87, 0.074, 205, 95, CRYO-EM STRUCTURE OF TYPE III-A CSM-NTR COMPLEX 
26, 6musC, 0.5767, 3.90, 0.074, 277, 94, CRYO-EM STRUCTURE OF LARGER CSM-CRRNA-TARGET RNA TERNARY COMPLEX IN TYPE III-A CRISPR-CAS SYSTEM 
27, 6o7iD, 0.5753, 3.96, 0.083, 272, 96, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY BIGGER COMPLEX IN COMPLEX WITH CA4 IN TYPE III-A CRISPR-CAS SYSTEM 
28, 6ifkE, 0.5752, 3.79, 0.092, 207, 98, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR1 COMPLEX; AMPPNP BOUND 
29, 6iflD, 0.5750, 3.74, 0.102, 217, 98, CRYO-EM STRUCTURE OF TYPE III-A CSM-NTR COMPLEX 
30, 6o7iK, 0.5748, 3.90, 0.074, 275, 95, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY BIGGER COMPLEX IN COMPLEX WITH CA4 IN TYPE III-A CRISPR-CAS SYSTEM 
31, 6nudP, 0.5745, 3.69, 0.086, 212, 93, SMALL CONFORMATION OF SSRNA-BOUND CRISPR_CSM COMPLEX 
32, 6mutC, 0.5743, 3.86, 0.095, 276, 95, CRYO-EM STRUCTURE OF TERNARY CSM-CRRNA-TARGET RNA WITH ANTI-TAG SEQUENCE COMPLEX IN TYPE III-A CRISPR-CAS SYSTEM 
33, 6ifrE, 0.5740, 3.92, 0.074, 205, 95, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-NTR; ATP BOUND 
34, 6o7iC, 0.5737, 3.93, 0.074, 275, 95, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY BIGGER COMPLEX IN COMPLEX WITH CA4 IN TYPE III-A CRISPR-CAS SYSTEM 
35, 6o7eD, 0.5737, 3.66, 0.108, 284, 93, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY COMPLEX IN COMPLEX WITH AMPPNP IN TYPE III-A CRISPR-CAS SYSTEM 
36, 6murD, 0.5732, 3.75, 0.106, 287, 94, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY COMPLEX IN TYPE III- A CRISPR-CAS SYSTEM 
37, 6ifnF, 0.5730, 3.76, 0.112, 220, 98, CRYSTAL STRUCTURE OF TYPE III-A CRISPR CSM COMPLEX 
38, 4n0lB, 0.5716, 3.82, 0.116, 334, 95, METHANOPYRUS KANDLERI CSM3 CRYSTAL STRUCTURE
