No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 3hlnT, 0.4754, 3.05, 0.111, 161, 36, CRYSTAL STRUCTURE OF CLPP A153C MUTANT WITH INTER-HEPTAMER DISULFIDE BONDS
2, 2cbyE, 0.4710, 2.49, 0.143, 169, 35, CRYSTAL STRUCTURE OF THE ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT 1 (CLPP1) FROM MYCOBACTERIUM TUBERCULOSIS
3, 2cbyA, 0.4683, 2.51, 0.143, 169, 35, CRYSTAL STRUCTURE OF THE ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT 1 (CLPP1) FROM MYCOBACTERIUM TUBERCULOSIS
4, 3hlnK, 0.4655, 2.93, 0.114, 161, 35, CRYSTAL STRUCTURE OF CLPP A153C MUTANT WITH INTER-HEPTAMER DISULFIDE BONDS
5, 1y7oF, 0.4655, 3.03, 0.083, 161, 36, THE STRUCTURE OF STREPTOCOCCUS PNEUMONIAE A153P CLPP
6, 3hlnE, 0.4637, 2.96, 0.111, 162, 36, CRYSTAL STRUCTURE OF CLPP A153C MUTANT WITH INTER-HEPTAMER DISULFIDE BONDS
7, 2zl2I, 0.4637, 2.76, 0.081, 173, 37, CRYSTAL STRUCTURE OF H.PYLORI CLPP IN COMPLEX WITH THE PEPTIDE NVLGFTQ
8, 4hnkH, 0.4632, 2.50, 0.057, 179, 35, CRYSTAL STRUCTURE OF AN ENZYME
9, 2zl2H, 0.4631, 2.77, 0.081, 173, 37, CRYSTAL STRUCTURE OF H.PYLORI CLPP IN COMPLEX WITH THE PEPTIDE NVLGFTQ
10, 3tt7F, 0.4628, 2.75, 0.054, 180, 37, STRUCTURE OF CLPP FROM BACILLUS SUBTILIS IN COMPLEX WITH DFP
