No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6gnyA, 0.5893, 3.11, 0.614, 105, 88, CRYSTAL STRUCTURE OF THE MAJIN-TERB2 HETEROTETRAMERIC COMPLEX 
2, 6gnyC, 0.5876, 3.22, 0.562, 107, 89, CRYSTAL STRUCTURE OF THE MAJIN-TERB2 HETEROTETRAMERIC COMPLEX 
3, 6j08A, 0.5656, 3.20, 0.627, 103, 83, CRYSTAL STRUCTURE OF HUMAN MAJIN AND TERB2 
4, 6j08B, 0.5598, 3.26, 0.651, 103, 83, CRYSTAL STRUCTURE OF HUMAN MAJIN AND TERB2 
5, 6j08C, 0.5527, 3.21, 0.619, 104, 84, CRYSTAL STRUCTURE OF HUMAN MAJIN AND TERB2 
6, 6gnxC, 0.5512, 3.15, 0.659, 99, 82, CRYSTAL STRUCTURE OF THE MAJIN-TERB2 HETEROTETRAMERIC COMPLEX - SELENOMETHIONINE DERIVATIVE 
7, 6gnxA, 0.5437, 3.20, 0.654, 98, 81, CRYSTAL STRUCTURE OF THE MAJIN-TERB2 HETEROTETRAMERIC COMPLEX - SELENOMETHIONINE DERIVATIVE 
8, 6eobA, 0.4773, 4.30, 0.145, 520, 83, CRYSTAL STRUCTURE OF AMPYLATED GRP78 IN APO FORM (CRYSTAL FORM 1)
9, 4h5wB, 0.4753, 4.07, 0.074, 382, 81, HSC70 NBD WITH BETAINE
10, 2v7zA, 0.4734, 4.08, 0.076, 381, 79, CRYSTAL STRUCTURE OF THE 70-KDA HEAT SHOCK COGNATE PROTEIN FROM RATTUS NORVEGICUS IN POST-ATP HYDROLYSIS STATE
