No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6cp9A, 0.5702, 3.58, 0.676, 116, 102, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
2, 6cp9C, 0.5595, 3.65, 0.624, 115, 101, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
3, 6cp9E, 0.5572, 3.59, 0.620, 117, 100, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
4, 1pp6D, 0.5549, 3.30, 0.106, 194, 94, VVA2 (STRIP CRYSTAL FORM)
5, 1pp6B, 0.5540, 3.30, 0.117, 194, 94, VVA2 (STRIP CRYSTAL FORM)
6, 6cp9G, 0.5532, 3.37, 0.635, 107, 96, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
7, 1pp6C, 0.5508, 3.33, 0.117, 194, 94, VVA2 (STRIP CRYSTAL FORM)
8, 1pp0B, 0.5483, 3.34, 0.117, 194, 94, VOLVATOXIN A2 IN MONOCLINIC CRYSTAL
9, 1pp0C, 0.5456, 3.36, 0.117, 194, 94, VOLVATOXIN A2 IN MONOCLINIC CRYSTAL
10, 6cp8A, 0.5443, 3.74, 0.100, 157, 100, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN-IMMUNITY PROTEIN COMPLEX FROM FROM E. COLI 3006 
11, 1pp0D, 0.5443, 3.37, 0.117, 191, 94, VOLVATOXIN A2 IN MONOCLINIC CRYSTAL
12, 1pp6A, 0.5435, 3.37, 0.117, 194, 94, VVA2 (STRIP CRYSTAL FORM)
13, 1vcyA, 0.5432, 3.34, 0.128, 193, 94, VVA2 ISOFORM
14, 6cp8B, 0.5426, 3.77, 0.098, 157, 102, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN-IMMUNITY PROTEIN COMPLEX FROM FROM E. COLI 3006 
15, 1pp0A, 0.5425, 3.39, 0.117, 191, 94, VOLVATOXIN A2 IN MONOCLINIC CRYSTAL
16, 1vgfA, 0.5348, 3.43, 0.128, 194, 94, VOLVATOXIN A2 (DIAMOND CRYSTAL FORM)
17, 4r1kB, 0.5341, 3.93, 0.062, 132, 97, CRYSTAL STRUCTURE OF A NTF2-LIKE PROTEIN (EUBSIR_01394) FROM EUBACTERIUM SIRAEUM DSM 15702 AT 2.56 A RESOLUTION
18, 4r1kA, 0.5339, 3.84, 0.062, 131, 97, CRYSTAL STRUCTURE OF A NTF2-LIKE PROTEIN (EUBSIR_01394) FROM EUBACTERIUM SIRAEUM DSM 15702 AT 2.56 A RESOLUTION
19, 1vgfB, 0.5310, 3.53, 0.117, 194, 94, VOLVATOXIN A2 (DIAMOND CRYSTAL FORM)
20, 1pp6E, 0.5265, 3.16, 0.154, 186, 91, VVA2 (STRIP CRYSTAL FORM)
21, 4qanB, 0.5263, 3.81, 0.092, 362, 98, CRYSTAL STRUCTURE OF A CYSTATIN-LIKE PROTEIN (RUMGNA_02398) FROM RUMINOCOCCUS GNAVUS ATCC 29149 AT 2.10 A RESOLUTION
22, 4qanA, 0.5189, 3.82, 0.082, 375, 97, CRYSTAL STRUCTURE OF A CYSTATIN-LIKE PROTEIN (RUMGNA_02398) FROM RUMINOCOCCUS GNAVUS ATCC 29149 AT 2.10 A RESOLUTION
23, 2rciA, 0.5157, 3.64, 0.054, 188, 93, HIGH-RESOLUTION CRYSTAL STRUCTURE OF ACTIVATED CYT2BA MONOMER FROM BACILLUS THURINGIENSIS SUBSP. ISRAELENSIS
24, 1zx2B, 0.5126, 4.14, 0.061, 130, 98, CRYSTAL STRUCTURE OF YEAST UBP3-ASSOCIATED PROTEIN BRE5
25, 3ronA, 0.5093, 3.80, 0.054, 201, 93, CRYSTAL STRUCTURE AND HEMOLYTIC ACTIVITY OF THE CYT1AA TOXIN FROM BACILLUS THURINGIENSIS SUBSP. ISRAELENSIS
26, 4hyzB, 0.5083, 3.66, 0.034, 111, 89, CRYSTAL STRUCTURE OF A DUF3887 FAMILY PROTEIN (RUMGNA_01855) FROM RUMINOCOCCUS GNAVUS ATCC 29149 AT 2.25 A RESOLUTION
27, 3ronB, 0.5083, 3.82, 0.054, 205, 93, CRYSTAL STRUCTURE AND HEMOLYTIC ACTIVITY OF THE CYT1AA TOXIN FROM BACILLUS THURINGIENSIS SUBSP. ISRAELENSIS
28, 1ca1A, 0.5076, 4.54, 0.058, 370, 103, ALPHA-TOXIN FROM CLOSTRIDIUM PERFRINGENS
29, 5lsvA, 0.5072, 4.35, 0.040, 232, 100, X-RAY CRYSTAL STRUCTURE OF AA13 LPMO
30, 4hyzA, 0.5067, 3.67, 0.034, 111, 89, CRYSTAL STRUCTURE OF A DUF3887 FAMILY PROTEIN (RUMGNA_01855) FROM RUMINOCOCCUS GNAVUS ATCC 29149 AT 2.25 A RESOLUTION
31, 1olpC, 0.5065, 4.37, 0.029, 370, 103, ALPHA TOXIN FROM CLOSTRIDIUM ABSONUM
32, 2wxtA, 0.5060, 4.47, 0.059, 359, 102, CLOSTRIDIUM PERFRINGENS ALPHA-TOXIN STRAIN NCTC8237
33, 2wy6B, 0.5056, 4.33, 0.079, 365, 101, CLOSTRIDIUM PERFRINGENS ALPHA-TOXIN STRAIN NCTC8237 MUTANT T74I
34, 1olpA, 0.5056, 4.38, 0.029, 370, 103, ALPHA TOXIN FROM CLOSTRIDIUM ABSONUM
35, 2wy6C, 0.5054, 4.33, 0.079, 358, 101, CLOSTRIDIUM PERFRINGENS ALPHA-TOXIN STRAIN NCTC8237 MUTANT T74I
36, 2wy6A, 0.5053, 4.33, 0.079, 361, 101, CLOSTRIDIUM PERFRINGENS ALPHA-TOXIN STRAIN NCTC8237 MUTANT T74I
37, 6c66G, 0.5048, 4.19, 0.074, 832, 94, CRISPR RNA-GUIDED SURVEILLANCE COMPLEX; PRE-NICKING 
38, 1khoB, 0.5045, 4.35, 0.059, 370, 101, CRYSTAL STRUCTURE ANALYSIS OF CLOSTRIDIUM PERFRINGENS ALPHA- TOXIN ISOLATED FROM AVIAN STRAIN SWCP
39, 1olpD, 0.5043, 4.40, 0.029, 365, 103, ALPHA TOXIN FROM CLOSTRIDIUM ABSONUM
40, 1olpB, 0.5041, 4.62, 0.038, 370, 105, ALPHA TOXIN FROM CLOSTRIDIUM ABSONUM
41, 2wxuA, 0.5037, 4.51, 0.068, 361, 103, CLOSTRIDIUM PERFRINGENS ALPHA-TOXIN STRAIN NCTC8237 MUTANT T74I
42, 3lrmC, 0.5034, 4.01, 0.116, 452, 95, STRUCTURE OF ALFA-GALACTOSIDASE FROM SACCHAROMYCES CEREVISIAE WITH RAFFINOSE
