No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6rapE, 0.6179, 3.40, 0.583, 275, 144, CRYO-EM STRUCTURE OF THE ANTI-FEEDING PROPHAGE CAP (AFP TUBE TERMINATING CAP) 
2, 6j0fF, 0.6176, 3.45, 0.562, 272, 144, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
3, 6j0fE, 0.6176, 3.45, 0.562, 272, 144, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
4, 6j0fD, 0.6176, 3.45, 0.562, 272, 144, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
5, 6j0fC, 0.6176, 3.45, 0.562, 272, 144, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
6, 6j0fB, 0.6176, 3.45, 0.562, 272, 144, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
7, 6j0fA, 0.6176, 3.45, 0.562, 272, 144, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
8, 4hudA, 0.5894, 3.43, 0.119, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
9, 3j2nA, 0.5894, 3.43, 0.119, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
10, 3j2mA, 0.5894, 3.43, 0.119, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE EXTENDED T4 TAIL
11, 4huhE, 0.5891, 3.44, 0.119, 206, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
12, 4huhB, 0.5890, 3.44, 0.119, 202, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
13, 4huhD, 0.5889, 3.44, 0.119, 202, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
14, 4huhC, 0.5888, 3.44, 0.119, 202, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
15, 4huhA, 0.5888, 3.45, 0.119, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
16, 4huhF, 0.5885, 3.45, 0.119, 203, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
17, 4hudB, 0.5881, 3.46, 0.119, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
18, 3j2nB, 0.5881, 3.46, 0.119, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
19, 3j2mB, 0.5881, 3.46, 0.119, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE EXTENDED T4 TAIL
20, 4hudF, 0.5879, 3.46, 0.119, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
21, 3j2nF, 0.5879, 3.46, 0.119, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
22, 3j2mF, 0.5879, 3.46, 0.119, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE EXTENDED T4 TAIL
23, 4hudE, 0.5877, 3.46, 0.119, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
24, 4hudD, 0.5877, 3.46, 0.119, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
25, 3j2nE, 0.5877, 3.46, 0.119, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
26, 3j2nD, 0.5877, 3.46, 0.119, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
27, 3j2mE, 0.5877, 3.46, 0.119, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE EXTENDED T4 TAIL
