No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6ifyF, 0.5403, 3.56, 0.115, 216, 87, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR1 
2, 6ifzF, 0.5394, 3.39, 0.118, 216, 85, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR2-SSDNA COMPLEX 
3, 4n0lB, 0.5377, 3.72, 0.101, 334, 89, METHANOPYRUS KANDLERI CSM3 CRYSTAL STRUCTURE
4, 4n0lA, 0.5375, 3.72, 0.101, 335, 89, METHANOPYRUS KANDLERI CSM3 CRYSTAL STRUCTURE
5, 6ifuD, 0.5369, 3.53, 0.105, 217, 86, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR2-DSDNA COMPLEX 
6, 6ifkF, 0.5364, 3.47, 0.105, 216, 86, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR1 COMPLEX; AMPPNP BOUND 
7, 6ifkG, 0.5351, 3.57, 0.105, 217, 86, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR1 COMPLEX; AMPPNP BOUND 
8, 6iflD, 0.5348, 3.41, 0.093, 217, 86, CRYO-EM STRUCTURE OF TYPE III-A CSM-NTR COMPLEX 
9, 6ig0F, 0.5344, 3.47, 0.105, 216, 86, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR1; ATP BOUND 
10, 6ifyE, 0.5326, 3.27, 0.119, 206, 84, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR1 
11, 6ifrF, 0.5319, 3.42, 0.093, 217, 86, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-NTR; ATP BOUND 
12, 6ifuE, 0.5318, 3.54, 0.103, 216, 87, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR2-DSDNA COMPLEX 
13, 6iflE, 0.5317, 3.48, 0.092, 217, 87, CRYO-EM STRUCTURE OF TYPE III-A CSM-NTR COMPLEX 
14, 2gjvD, 0.5317, 3.04, 0.076, 136, 79, CRYSTAL STRUCTURE OF A PROTEIN OF UNKNOWN FUNCTION FROM SALMONELLA TYPHIMURIUM
15, 6ifuF, 0.5313, 3.44, 0.105, 207, 86, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR2-DSDNA COMPLEX 
