No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6rapE, 0.6460, 3.44, 0.605, 275, 152, CRYO-EM STRUCTURE OF THE ANTI-FEEDING PROPHAGE CAP (AFP TUBE TERMINATING CAP) 
2, 6j0fF, 0.6410, 3.56, 0.513, 272, 154, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
3, 6j0fE, 0.6410, 3.56, 0.513, 272, 154, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
4, 6j0fD, 0.6410, 3.56, 0.513, 272, 154, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
5, 6j0fC, 0.6410, 3.56, 0.513, 272, 154, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
6, 6j0fB, 0.6410, 3.56, 0.513, 272, 154, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
7, 6j0fA, 0.6410, 3.56, 0.513, 272, 154, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
8, 2gjvC, 0.5748, 3.07, 0.084, 136, 131, CRYSTAL STRUCTURE OF A PROTEIN OF UNKNOWN FUNCTION FROM SALMONELLA TYPHIMURIUM
9, 2gjvA, 0.5747, 2.91, 0.085, 136, 130, CRYSTAL STRUCTURE OF A PROTEIN OF UNKNOWN FUNCTION FROM SALMONELLA TYPHIMURIUM
10, 2gjvE, 0.5741, 3.11, 0.091, 136, 132, CRYSTAL STRUCTURE OF A PROTEIN OF UNKNOWN FUNCTION FROM SALMONELLA TYPHIMURIUM
11, 2gjvB, 0.5731, 3.13, 0.099, 136, 131, CRYSTAL STRUCTURE OF A PROTEIN OF UNKNOWN FUNCTION FROM SALMONELLA TYPHIMURIUM
12, 2gjvD, 0.5706, 2.91, 0.085, 136, 129, CRYSTAL STRUCTURE OF A PROTEIN OF UNKNOWN FUNCTION FROM SALMONELLA TYPHIMURIUM
13, 2gjvF, 0.5702, 3.17, 0.092, 136, 131, CRYSTAL STRUCTURE OF A PROTEIN OF UNKNOWN FUNCTION FROM SALMONELLA TYPHIMURIUM
14, 3fzbA, 0.5632, 3.07, 0.111, 130, 126, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-WT)
15, 4huhF, 0.5628, 3.94, 0.104, 203, 135, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
16, 4huhE, 0.5624, 3.84, 0.104, 206, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
17, 4huhD, 0.5622, 3.85, 0.104, 202, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
18, 4huhC, 0.5621, 3.85, 0.104, 202, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
19, 4huhB, 0.5621, 3.84, 0.104, 202, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
20, 4huhA, 0.5621, 3.84, 0.104, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15 (C- TERMINAL TRUNCATION MUTANT 1-261).
21, 4hudE, 0.5616, 3.80, 0.105, 211, 133, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
22, 3j2nE, 0.5616, 3.80, 0.105, 211, 133, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
23, 3j2mE, 0.5616, 3.80, 0.105, 211, 133, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE EXTENDED T4 TAIL
24, 4hudB, 0.5613, 3.81, 0.105, 211, 133, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
25, 3j2nB, 0.5613, 3.81, 0.105, 211, 133, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
26, 3j2mB, 0.5613, 3.81, 0.105, 211, 133, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE EXTENDED T4 TAIL
27, 4hudA, 0.5609, 3.82, 0.104, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
28, 3j2nA, 0.5609, 3.82, 0.104, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
29, 3j2mA, 0.5609, 3.82, 0.104, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE EXTENDED T4 TAIL
30, 3j2nF, 0.5606, 3.85, 0.104, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
31, 3j2mF, 0.5606, 3.85, 0.104, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE EXTENDED T4 TAIL
32, 4hudF, 0.5604, 3.86, 0.104, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
33, 3fzbF, 0.5603, 3.11, 0.135, 130, 126, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-WT)
34, 3fzbI, 0.5598, 2.95, 0.137, 127, 124, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-WT)
35, 3fzbC, 0.5597, 3.09, 0.128, 129, 125, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-WT)
36, 4hudC, 0.5593, 3.87, 0.104, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
37, 3j2nC, 0.5593, 3.87, 0.104, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
38, 3j2mC, 0.5593, 3.87, 0.104, 211, 134, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE EXTENDED T4 TAIL
39, 3fz2G, 0.5589, 2.96, 0.104, 127, 125, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
40, 3j2nD, 0.5586, 3.74, 0.106, 211, 132, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE CONTRACTED T4 TAIL
41, 3j2mD, 0.5586, 3.74, 0.106, 211, 132, THE X-RAY STRUCTURE OF THE GP15 HEXAMER AND THE MODEL OF THE GP18 PROTEIN FITTED INTO THE CRYO-EM RECONSTRUCTION OF THE EXTENDED T4 TAIL
42, 4hudD, 0.5585, 3.89, 0.104, 211, 134, STRUCTURE OF THE BACTERIOPHAGE T4 TAIL TERMINATOR PROTEIN GP15.
43, 3fzbE, 0.5585, 2.96, 0.129, 128, 124, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-WT)
44, 3fzbB, 0.5576, 3.27, 0.134, 130, 127, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-WT)
45, 3fz2C, 0.5565, 2.95, 0.105, 126, 124, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
46, 3fzbG, 0.5564, 3.38, 0.133, 132, 128, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-WT)
47, 3fzbH, 0.5560, 3.08, 0.136, 129, 125, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-WT)
48, 3fz2I, 0.5560, 2.97, 0.105, 126, 124, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
49, 3fzbD, 0.5524, 3.16, 0.136, 129, 125, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-WT)
50, 3fz2A, 0.5520, 3.03, 0.122, 124, 123, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
51, 3fz2J, 0.5503, 3.25, 0.119, 128, 126, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
52, 3fz2K, 0.5497, 3.23, 0.103, 127, 126, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
53, 3fzbJ, 0.5485, 3.17, 0.146, 125, 123, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-WT)
54, 3fz2L, 0.5461, 3.29, 0.103, 127, 126, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
55, 3fz2B, 0.5448, 3.13, 0.130, 124, 123, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
56, 3fz2E, 0.5444, 3.28, 0.119, 128, 126, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
57, 3fz2D, 0.5418, 3.26, 0.104, 127, 125, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
58, 4acvB, 0.5416, 2.90, 0.093, 123, 118, LISTERIA MONOCYTOGENES ANTIGEN B
59, 3fz2F, 0.5406, 3.47, 0.118, 128, 127, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
60, 3fz2H, 0.5386, 3.35, 0.103, 128, 126, CRYSTAL STRUCTURE OF THE TAIL TERMINATOR PROTEIN FROM PHAGE LAMBDA (GPU-D74A)
61, 4acvA, 0.5269, 2.97, 0.095, 119, 116, LISTERIA MONOCYTOGENES ANTIGEN B
62, 2l25A, 0.5248, 3.95, 0.085, 141, 130, NP_888769.1
63, 5lq4A, 0.5073, 3.52, 0.076, 457, 118, THE STRUCTURE OF THCOX THE FIRST OXIDASE PROTEIN FROM THE CYANOBACTIN PATHWAYS
64, 5mgwA, 0.5071, 4.45, 0.057, 406, 140, KINETIC AND STRUCTURAL CHANGES IN HSMTPHERS INDUCED BY PATHOGENIC MUTATIONS IN HUMAN FARS2
65, 5mguA, 0.5028, 4.48, 0.057, 407, 140, KINETIC AND STRUCTURAL CHANGES IN HSMTPHERS INDUCED BY PATHOGENIC MUTATIONS IN HUMAN FARS2
66, 5mghA, 0.5026, 4.50, 0.057, 405, 141, CRYSTAL STRUCTURE OF PATHOGENIC MUTANTS OF HUMAN MITOCHODNRIAL PHERS
67, 3hfvA, 0.5020, 4.50, 0.057, 405, 140, CRYSTAL STRUCTURE OF HUMAN MITOCHONDRIAL PHENYLALANYL-TRNA SYNTHETASE COMPLEXED WITH M-TYROSINE
68, 3cmqA, 0.5004, 4.52, 0.057, 405, 140, CRYSTAL STRUCTURE OF HUMAN MITOCHONDRIAL PHENYLALANINE TRNA SYNTHETASE
