No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6cp9A, 0.5718, 3.60, 0.667, 116, 102, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
2, 6cp9C, 0.5615, 3.47, 0.596, 115, 99, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
3, 6cp9E, 0.5606, 3.52, 0.596, 117, 99, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
4, 1pp6B, 0.5578, 3.27, 0.106, 194, 94, VVA2 (STRIP CRYSTAL FORM)
5, 1pp6D, 0.5577, 3.21, 0.108, 194, 93, VVA2 (STRIP CRYSTAL FORM)
6, 6cp9G, 0.5554, 3.41, 0.639, 107, 97, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
7, 1pp6C, 0.5523, 3.32, 0.117, 194, 94, VVA2 (STRIP CRYSTAL FORM)
8, 1pp0B, 0.5509, 3.32, 0.117, 194, 94, VOLVATOXIN A2 IN MONOCLINIC CRYSTAL
9, 1pp0C, 0.5491, 3.33, 0.117, 194, 94, VOLVATOXIN A2 IN MONOCLINIC CRYSTAL
10, 1pp6A, 0.5489, 3.34, 0.117, 194, 94, VVA2 (STRIP CRYSTAL FORM)
11, 1pp0D, 0.5470, 3.35, 0.106, 191, 94, VOLVATOXIN A2 IN MONOCLINIC CRYSTAL
12, 1vcyA, 0.5457, 3.32, 0.128, 193, 94, VVA2 ISOFORM
13, 1pp0A, 0.5453, 3.37, 0.117, 191, 94, VOLVATOXIN A2 IN MONOCLINIC CRYSTAL
14, 6cp8B, 0.5450, 3.75, 0.098, 157, 102, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN-IMMUNITY PROTEIN COMPLEX FROM FROM E. COLI 3006 
15, 1vgfA, 0.5371, 3.41, 0.128, 194, 94, VOLVATOXIN A2 (DIAMOND CRYSTAL FORM)
16, 4r1kA, 0.5356, 3.81, 0.062, 131, 97, CRYSTAL STRUCTURE OF A NTF2-LIKE PROTEIN (EUBSIR_01394) FROM EUBACTERIUM SIRAEUM DSM 15702 AT 2.56 A RESOLUTION
17, 4r1kB, 0.5352, 3.89, 0.062, 132, 97, CRYSTAL STRUCTURE OF A NTF2-LIKE PROTEIN (EUBSIR_01394) FROM EUBACTERIUM SIRAEUM DSM 15702 AT 2.56 A RESOLUTION
18, 1pp6E, 0.5340, 3.13, 0.111, 186, 90, VVA2 (STRIP CRYSTAL FORM)
19, 1vgfB, 0.5317, 3.51, 0.117, 194, 94, VOLVATOXIN A2 (DIAMOND CRYSTAL FORM)
20, 6cp8A, 0.5309, 3.84, 0.186, 157, 102, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN-IMMUNITY PROTEIN COMPLEX FROM FROM E. COLI 3006 
21, 4qanB, 0.5281, 3.76, 0.093, 362, 97, CRYSTAL STRUCTURE OF A CYSTATIN-LIKE PROTEIN (RUMGNA_02398) FROM RUMINOCOCCUS GNAVUS ATCC 29149 AT 2.10 A RESOLUTION
22, 4qanA, 0.5256, 3.55, 0.074, 375, 95, CRYSTAL STRUCTURE OF A CYSTATIN-LIKE PROTEIN (RUMGNA_02398) FROM RUMINOCOCCUS GNAVUS ATCC 29149 AT 2.10 A RESOLUTION
23, 1cbyA, 0.5191, 3.77, 0.053, 227, 95, DELTA-ENDOTOXIN
24, 2rciA, 0.5184, 3.79, 0.063, 188, 95, HIGH-RESOLUTION CRYSTAL STRUCTURE OF ACTIVATED CYT2BA MONOMER FROM BACILLUS THURINGIENSIS SUBSP. ISRAELENSIS
