No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 4fwwA, 0.4241, 4.13, 0.057, 513, 70, CRYSTAL STRUCTURE OF THE SEMA-PSI EXTRACELLULAR DOMAINS OF HUMAN RON RECEPTOR TYROSINE KINASE
2, 4qt8B, 0.4199, 4.09, 0.058, 629, 69, CRYSTAL STRUCTURE OF RON SEMA-PSI-IPT1 EXTRACELLULAR DOMAINS IN COMPLEX WITH MSP BETA-CHAIN
3, 5b4wA, 0.4117, 4.10, 0.043, 434, 70, CRYSTAL STRUCTURE OF PLEXIN INHIBITOR COMPLEX
4, 5b4wD, 0.4103, 4.25, 0.029, 436, 70, CRYSTAL STRUCTURE OF PLEXIN INHIBITOR COMPLEX
5, 5b4wB, 0.4102, 4.13, 0.043, 434, 70, CRYSTAL STRUCTURE OF PLEXIN INHIBITOR COMPLEX
6, 3ol2B, 0.4102, 4.16, 0.042, 496, 71, RECEPTOR-LIGAND STRUCTURE OF HUMAN SEMAPHORIN 4D WITH PLEXIN B1.
7, 5b4wF, 0.4101, 4.24, 0.042, 438, 72, CRYSTAL STRUCTURE OF PLEXIN INHIBITOR COMPLEX
8, 5b4wE, 0.4083, 4.17, 0.042, 478, 71, CRYSTAL STRUCTURE OF PLEXIN INHIBITOR COMPLEX
9, 5b4wC, 0.4070, 4.09, 0.042, 442, 71, CRYSTAL STRUCTURE OF PLEXIN INHIBITOR COMPLEX
10, 4bkwA, 0.4067, 4.53, 0.061, 479, 82, CRYSTAL STRUCTURE OF THE C-TERMINAL REGION OF HUMAN ZFYVE9
