No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 3nfyB, 0.5270, 3.11, 0.078, 249, 51, THE STRUCTURE OF HUMAN BISPHOSPHOGLYCERATE MUTASE TO 1.94A
2, 3nfyA, 0.5258, 3.12, 0.078, 249, 51, THE STRUCTURE OF HUMAN BISPHOSPHOGLYCERATE MUTASE TO 1.94A
3, 1t8pB, 0.5235, 3.13, 0.078, 249, 51, CRYSTAL STRUCTURE OF HUMAN ERYTHROCYTE 23- BISPHOSPHOGLYCERATE MUTASE
4, 1t8pA, 0.5132, 3.21, 0.078, 249, 51, CRYSTAL STRUCTURE OF HUMAN ERYTHROCYTE 23- BISPHOSPHOGLYCERATE MUTASE
5, 1xi9C, 0.5119, 3.23, 0.061, 393, 49, ALANINE AMINOTRANSFERASE FROM PYROCOCCUS FURIOSUS PFU-1397077-001
6, 1xi9D, 0.5111, 3.44, 0.060, 386, 50, ALANINE AMINOTRANSFERASE FROM PYROCOCCUS FURIOSUS PFU-1397077-001
7, 1xi9B, 0.5110, 3.23, 0.061, 386, 49, ALANINE AMINOTRANSFERASE FROM PYROCOCCUS FURIOSUS PFU-1397077-001
8, 3t5oA, 0.5107, 2.78, 0.040, 871, 50, CRYSTAL STRUCTURE OF HUMAN COMPLEMENT COMPONENT C6
9, 1xi9A, 0.5094, 3.25, 0.061, 388, 49, ALANINE AMINOTRANSFERASE FROM PYROCOCCUS FURIOSUS PFU-1397077-001
10, 6onnA, 0.5066, 3.16, 0.000, 390, 48, CRYSTAL STRUCTURE OF 8-AMINO-7-OXONONANOATE SYNTHASE FROM BURKHOLDERIA PHYMATUM 
11, 1c7oE, 0.5041, 3.01, 0.125, 394, 48, CRYSTAL STRUCTURE OF CYSTALYSIN FROM TREPONEMA DENTICOLA CONTAINS A PYRIDOXAL 5 -PHOSPHATE-L-AMINOETHOXYVINYLGLYCINE COMPLEX
12, 1c7oA, 0.5039, 3.22, 0.143, 394, 49, CRYSTAL STRUCTURE OF CYSTALYSIN FROM TREPONEMA DENTICOLA CONTAINS A PYRIDOXAL 5 -PHOSPHATE-L-AMINOETHOXYVINYLGLYCINE COMPLEX
13, 3ftbA, 0.5038, 3.13, 0.061, 334, 49, THE CRYSTAL STRUCTURE OF THE HISTIDINOL-PHOSPHATE AMINOTRANSFERASE FROM CLOSTRIDIUM ACETOBUTYLICUM
14, 1c7nE, 0.5038, 3.03, 0.125, 394, 48, CRYSTAL STRUCTURE OF CYSTALYSIN FROM TREPONEMA DENTICOLA CONTAINS A PYRIDOXAL 5 -PHOSPHATE COFACTOR
15, 5b89A, 0.5033, 3.46, 0.060, 399, 50, CRYSTAL STRUCTURE OF A CYSTEINE DESULFURASE FROM THERMOCOCCUS ONNURINEUS NA1 IN COMPLEX WITH ALANINE AT 1.5 ANGSTROM RESOLUTION
16, 5b7uA, 0.5024, 3.47, 0.060, 400, 50, APO STRUCTURE OF CYSTEINE DESULFURASE FROM THERMOCOCCUS ONNURINEUS NA1 AT 1.89A
17, 5b7sB, 0.5024, 3.49, 0.060, 399, 50, APO STRUCTURE OF CYSTEINE DESULFURASE FROM THERMOCOCCUS ONNURINEUS NA1
18, 5b87A, 0.5023, 3.48, 0.060, 396, 50, CRYSTAL STRUCTURE OF A CYSTEINE DESULFURASE FROM THERMOCOCCUS ONNURINEUS NA1 IN COMPLEX WITH ALANINE AT 2.3 ANGSTROM RESOLUTION
19, 1c7nF, 0.5023, 3.05, 0.125, 394, 48, CRYSTAL STRUCTURE OF CYSTALYSIN FROM TREPONEMA DENTICOLA CONTAINS A PYRIDOXAL 5 -PHOSPHATE COFACTOR
20, 1c7oG, 0.5022, 3.02, 0.125, 394, 48, CRYSTAL STRUCTURE OF CYSTALYSIN FROM TREPONEMA DENTICOLA CONTAINS A PYRIDOXAL 5 -PHOSPHATE-L-AMINOETHOXYVINYLGLYCINE COMPLEX
21, 3ftbD, 0.5015, 3.15, 0.061, 333, 49, THE CRYSTAL STRUCTURE OF THE HISTIDINOL-PHOSPHATE AMINOTRANSFERASE FROM CLOSTRIDIUM ACETOBUTYLICUM
22, 5b89B, 0.5010, 3.45, 0.060, 401, 50, CRYSTAL STRUCTURE OF A CYSTEINE DESULFURASE FROM THERMOCOCCUS ONNURINEUS NA1 IN COMPLEX WITH ALANINE AT 1.5 ANGSTROM RESOLUTION
23, 3mapB, 0.5006, 3.17, 0.039, 398, 51, CRYSTAL STRUCTURE OF HOMODIMERIC R132H MUTANT OF HUMAN CYTOSOLIC NADP(+)-DEPENDENT ISOCITRATE DEHYDROGENASE IN COMPLEX WITH NADP AND ISOCITRATE
