No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 4tlgB, 0.5220, 2.96, 0.025, 388, 40, CRYSTAL STRUCTURE OF SEC14-LIKE PROTEIN 4 (SEC14L4)
2, 1w1hD, 0.4942, 3.36, 0.025, 137, 40, CRYSTAL STRUCTURE OF THE PDK1 PLECKSTRIN HOMOLOGY (PH) DOMAIN
3, 2vkiA, 0.4878, 3.32, 0.026, 139, 39, STRUCTURE OF THE PDK1 PH DOMAIN K465E MUTANT
4, 3p7zA, 0.4856, 3.12, 0.053, 270, 38, CRYSTAL STRUCTURE OF THE NEUROFIBROMIN SEC14-PH MODULE CONTAINING THE PATIENT DERIVED MUTATION I1584V
5, 1w1dA, 0.4818, 3.23, 0.026, 143, 39, CRYSTAL STRUCTURE OF THE PDK1 PLECKSTRIN HOMOLOGY (PH) DOMAIN BOUND TO INOSITOL (1345)-TETRAKISPHOSPHATE
6, 1w1gA, 0.4812, 3.25, 0.026, 143, 39, CRYSTAL STRUCTURE OF THE PDK1 PLECKSTRIN HOMOLOGY (PH) DOMAIN BOUND TO DIC4-PHOSPHATIDYLINOSITOL (345)- TRISPHOSPHATE
7, 1w1hB, 0.4810, 3.38, 0.000, 151, 39, CRYSTAL STRUCTURE OF THE PDK1 PLECKSTRIN HOMOLOGY (PH) DOMAIN
8, 3pg7B, 0.4759, 3.29, 0.027, 256, 37, CRYSTAL STRUCTURE OF THE H. SAPIENS NF1 SEC-PH DOMAIN (DEL1750 MUTANT)
9, 2d4qB, 0.4715, 3.07, 0.000, 255, 37, CRYSTAL STRUCTURE OF THE SEC-PH DOMAIN OF THE HUMAN NEUROFIBROMATOSIS TYPE 1 PROTEIN
10, 2d4qA, 0.4687, 3.23, 0.027, 257, 37, CRYSTAL STRUCTURE OF THE SEC-PH DOMAIN OF THE HUMAN NEUROFIBROMATOSIS TYPE 1 PROTEIN
