No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6rbkA, 0.5458, 3.91, 0.881, 223, 118, CRYO-EM STRUCTURE OF THE ANTI-FEEDING PROPHAGE (AFP) BASEPLATE IN EXTENDED STATE; 3-FOLD SYMMETRISED 
2, 6rbkB, 0.5442, 4.04, 0.866, 224, 119, CRYO-EM STRUCTURE OF THE ANTI-FEEDING PROPHAGE (AFP) BASEPLATE IN EXTENDED STATE; 3-FOLD SYMMETRISED 
3, 6raoG, 0.5442, 4.04, 0.866, 224, 119, CRYO-EM STRUCTURE OF THE ANTI-FEEDING PROPHAGE (AFP) BASEPLATE; 6-FOLD SYMMETRISED 
4, 6j0nZ, 0.5396, 4.29, 0.590, 223, 122, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
5, 6j0nY, 0.5396, 4.29, 0.590, 223, 122, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
6, 6j0nDA, 0.5396, 4.29, 0.590, 223, 122, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
7, 6j0nCA, 0.5396, 4.29, 0.590, 223, 122, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
8, 6j0nBA, 0.5396, 4.29, 0.590, 223, 122, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
9, 6j0nAA, 0.5396, 4.29, 0.590, 223, 122, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
10, 2qwuB, 0.4945, 4.25, 0.052, 199, 115, CRYSTAL STRUCTURE OF F. TULARENSIS PATHOGENICITY ISLAND PROTEIN C
