No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6cp9A, 0.6078, 3.55, 0.771, 116, 109, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
2, 6cp9E, 0.6038, 3.58, 0.710, 117, 107, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
3, 6cp9C, 0.5974, 3.68, 0.771, 115, 109, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
4, 4qanB, 0.5926, 3.78, 0.048, 362, 104, CRYSTAL STRUCTURE OF A CYSTATIN-LIKE PROTEIN (RUMGNA_02398) FROM RUMINOCOCCUS GNAVUS ATCC 29149 AT 2.10 A RESOLUTION
5, 6cp9G, 0.5923, 3.47, 0.712, 107, 104, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN - IMMUNITY PROTEIN COMPLEX FROM KLEBSIELLA PNEUMONIAE 342 
6, 4qanA, 0.5739, 3.49, 0.052, 375, 97, CRYSTAL STRUCTURE OF A CYSTATIN-LIKE PROTEIN (RUMGNA_02398) FROM RUMINOCOCCUS GNAVUS ATCC 29149 AT 2.10 A RESOLUTION
7, 3hi2B, 0.5456, 2.95, 0.092, 97, 87, STRUCTURE OF THE N-TERMINAL DOMAIN OF THE E. COLI ANTITOXIN MQSA (YGIT/B3021) IN COMPLEX WITH THE E. COLI TOXIN MQSR (YGIU/B3022)
8, 6cp8A, 0.5453, 3.67, 0.124, 157, 97, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN-IMMUNITY PROTEIN COMPLEX FROM FROM E. COLI 3006 
9, 4qa8A, 0.5447, 3.67, 0.082, 210, 98, CRYSTAL STRUCTURE OF LPRF FROM MYCOBACTERIUM BOVIS
10, 6cp8B, 0.5395, 3.83, 0.111, 157, 99, CONTACT-DEPENDENT GROWTH INHIBITION TOXIN-IMMUNITY PROTEIN COMPLEX FROM FROM E. COLI 3006 
11, 3hi2D, 0.5392, 2.74, 0.094, 91, 85, STRUCTURE OF THE N-TERMINAL DOMAIN OF THE E. COLI ANTITOXIN MQSA (YGIT/B3021) IN COMPLEX WITH THE E. COLI TOXIN MQSR (YGIU/B3022)
