No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6rbkB, 0.6974, 3.32, 0.899, 224, 139, CRYO-EM STRUCTURE OF THE ANTI-FEEDING PROPHAGE (AFP) BASEPLATE IN EXTENDED STATE; 3-FOLD SYMMETRISED 
2, 6raoG, 0.6974, 3.32, 0.899, 224, 139, CRYO-EM STRUCTURE OF THE ANTI-FEEDING PROPHAGE (AFP) BASEPLATE; 6-FOLD SYMMETRISED 
3, 6rbkA, 0.6954, 3.31, 0.899, 223, 139, CRYO-EM STRUCTURE OF THE ANTI-FEEDING PROPHAGE (AFP) BASEPLATE IN EXTENDED STATE; 3-FOLD SYMMETRISED 
4, 6j0nZ, 0.6880, 3.33, 0.565, 223, 138, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
5, 6j0nY, 0.6880, 3.33, 0.565, 223, 138, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
6, 6j0nDA, 0.6880, 3.33, 0.565, 223, 138, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
7, 6j0nCA, 0.6880, 3.33, 0.565, 223, 138, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
8, 6j0nBA, 0.6880, 3.33, 0.565, 223, 138, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
9, 6j0nAA, 0.6880, 3.33, 0.565, 223, 138, Cryo-EM Structure of an Extracellular Contractile Injection System; baseplate in extended state; refined in C6 symmetry  
10, 2wzpP, 0.5600, 3.30, 0.034, 298, 118, STRUCTURES OF LACTOCOCCAL PHAGE P2 BASEPLATE SHED LIGHT ON A NOVEL MECHANISM OF HOST ATTACHMENT AND ACTIVATION IN SIPHOVIRIDAE
11, 2wzpQ, 0.5583, 3.33, 0.034, 298, 118, STRUCTURES OF LACTOCOCCAL PHAGE P2 BASEPLATE SHED LIGHT ON A NOVEL MECHANISM OF HOST ATTACHMENT AND ACTIVATION IN SIPHOVIRIDAE
12, 5w5fR, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
13, 5w5fQ, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
14, 5w5fM, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
15, 5w5fL, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
16, 5w5fK, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
17, 5w5fI, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
18, 5w5fH, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
19, 5w5fG, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
20, 5w5fE, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
21, 5w5fD, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
22, 5w5fC, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
23, 5w5fB, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
24, 5w5fA, 0.5485, 3.53, 0.070, 163, 115, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
25, 5w5fP, 0.5465, 3.38, 0.061, 163, 114, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
26, 5w5fO, 0.5465, 3.38, 0.061, 163, 114, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
27, 5w5fN, 0.5465, 3.38, 0.061, 163, 114, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
28, 5w5fJ, 0.5465, 3.38, 0.061, 163, 114, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
29, 5w5fF, 0.5465, 3.38, 0.061, 163, 114, CRYO-EM STRUCTURE OF THE T4 TAIL TUBE
30, 5iv5S, 0.5457, 3.37, 0.070, 162, 114, 
31, 5iv5R, 0.5457, 3.37, 0.070, 162, 114, 
32, 5iv5PA, 0.5457, 3.37, 0.070, 162, 114, 
33, 5iv5OA, 0.5457, 3.37, 0.070, 162, 114, 
34, 5iv5MB, 0.5457, 3.37, 0.070, 162, 114, 
35, 5iv5LB, 0.5457, 3.37, 0.070, 162, 114, 
36, 5iv5JC, 0.5457, 3.37, 0.070, 162, 114, 
37, 5iv5IC, 0.5457, 3.37, 0.070, 162, 114, 
38, 5iv5GD, 0.5457, 3.37, 0.070, 162, 114, 
39, 5iv5FD, 0.5457, 3.37, 0.070, 162, 114, 
40, 5iv5DE, 0.5457, 3.37, 0.070, 162, 114, 
41, 5iv5CE, 0.5457, 3.37, 0.070, 162, 114, 
42, 5ojqW, 0.5451, 3.27, 0.065, 170, 108, THE MODELED STRUCTURE OF OF WILD TYPE EXTENDED TYPE VI SECRETION SYSTEM SHEATH/TUBE COMPLEX IN VIBRIO CHOLERAE BASED ON CRYO-EM RECONSTRUCTION OF THE NON-CONTRACTILE SHEATH/TUBE COMPLEX
43, 5ojqV, 0.5451, 3.27, 0.065, 170, 108, THE MODELED STRUCTURE OF OF WILD TYPE EXTENDED TYPE VI SECRETION SYSTEM SHEATH/TUBE COMPLEX IN VIBRIO CHOLERAE BASED ON CRYO-EM RECONSTRUCTION OF THE NON-CONTRACTILE SHEATH/TUBE COMPLEX
44, 5ojqU, 0.5451, 3.27, 0.065, 170, 108, THE MODELED STRUCTURE OF OF WILD TYPE EXTENDED TYPE VI SECRETION SYSTEM SHEATH/TUBE COMPLEX IN VIBRIO CHOLERAE BASED ON CRYO-EM RECONSTRUCTION OF THE NON-CONTRACTILE SHEATH/TUBE COMPLEX
45, 5ojqT, 0.5451, 3.27, 0.065, 170, 108, THE MODELED STRUCTURE OF OF WILD TYPE EXTENDED TYPE VI SECRETION SYSTEM SHEATH/TUBE COMPLEX IN VIBRIO CHOLERAE BASED ON CRYO-EM RECONSTRUCTION OF THE NON-CONTRACTILE SHEATH/TUBE COMPLEX
46, 5ojqS, 0.5451, 3.27, 0.065, 170, 108, THE MODELED STRUCTURE OF OF WILD TYPE EXTENDED TYPE VI SECRETION SYSTEM SHEATH/TUBE COMPLEX IN VIBRIO CHOLERAE BASED ON CRYO-EM RECONSTRUCTION OF THE NON-CONTRACTILE SHEATH/TUBE COMPLEX
