No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 6rapE, 0.6793, 2.40, 0.780, 275, 91, CRYO-EM STRUCTURE OF THE ANTI-FEEDING PROPHAGE CAP (AFP TUBE TERMINATING CAP) 
2, 6j0fF, 0.6603, 2.52, 0.261, 272, 88, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
3, 6j0fE, 0.6603, 2.52, 0.261, 272, 88, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
4, 6j0fD, 0.6603, 2.52, 0.261, 272, 88, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
5, 6j0fC, 0.6603, 2.52, 0.261, 272, 88, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
6, 6j0fB, 0.6603, 2.52, 0.261, 272, 88, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
7, 6j0fA, 0.6603, 2.52, 0.261, 272, 88, CRYO-EM STRUCTURE OF AN EXTRACELLULAR CONTRACTILE INJECTION SYSTEM; PVC SHEATH/TUBE TERMINATOR IN EXTENDED STATE 
8, 6ifrF, 0.5721, 3.86, 0.074, 217, 94, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-NTR; ATP BOUND 
9, 6iflE, 0.5719, 3.58, 0.076, 217, 92, CRYO-EM STRUCTURE OF TYPE III-A CSM-NTR COMPLEX 
10, 4acvB, 0.5703, 3.20, 0.125, 123, 88, LISTERIA MONOCYTOGENES ANTIGEN B
11, 4n0lB, 0.5692, 3.77, 0.097, 334, 93, METHANOPYRUS KANDLERI CSM3 CRYSTAL STRUCTURE
12, 6iqwC, 0.5687, 3.79, 0.076, 274, 92, CRYO-EM STRUCTURE OF CSM EFFECTOR COMPLEX 
13, 4n0lA, 0.5682, 3.77, 0.097, 335, 93, METHANOPYRUS KANDLERI CSM3 CRYSTAL STRUCTURE
14, 6ifnF, 0.5670, 3.93, 0.074, 220, 94, CRYSTAL STRUCTURE OF TYPE III-A CRISPR CSM COMPLEX 
15, 6ifyE, 0.5665, 3.63, 0.065, 206, 92, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR1 
16, 6o7iC, 0.5663, 3.86, 0.065, 275, 93, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY BIGGER COMPLEX IN COMPLEX WITH CA4 IN TYPE III-A CRISPR-CAS SYSTEM 
17, 6o7eD, 0.5654, 4.07, 0.063, 284, 95, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY COMPLEX IN COMPLEX WITH AMPPNP IN TYPE III-A CRISPR-CAS SYSTEM 
18, 6ig0E, 0.5651, 3.89, 0.085, 207, 94, TYPE III-A CSM COMPLEX; CRYO-EM STRUCTURE OF CSM-CTR1; ATP BOUND 
19, 6ifkF, 0.5647, 3.51, 0.088, 216, 91, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR1 COMPLEX; AMPPNP BOUND 
20, 6ifnE, 0.5638, 3.50, 0.099, 219, 91, CRYSTAL STRUCTURE OF TYPE III-A CRISPR CSM COMPLEX 
21, 6muuC, 0.5631, 3.51, 0.067, 276, 90, CRYO-EM STRUCTURE OF CSM-CRRNA BINARY COMPLEX IN TYPE III-A CRISPR-CAS SYSTEM 
22, 6o7iD, 0.5622, 3.91, 0.065, 272, 93, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY BIGGER COMPLEX IN COMPLEX WITH CA4 IN TYPE III-A CRISPR-CAS SYSTEM 
23, 6mutD, 0.5622, 3.87, 0.065, 267, 93, CRYO-EM STRUCTURE OF TERNARY CSM-CRRNA-TARGET RNA WITH ANTI-TAG SEQUENCE COMPLEX IN TYPE III-A CRISPR-CAS SYSTEM 
24, 6murC, 0.5616, 4.12, 0.063, 278, 95, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY COMPLEX IN TYPE III- A CRISPR-CAS SYSTEM 
25, 6musD, 0.5610, 4.07, 0.074, 287, 95, CRYO-EM STRUCTURE OF LARGER CSM-CRRNA-TARGET RNA TERNARY COMPLEX IN TYPE III-A CRISPR-CAS SYSTEM 
26, 6iflF, 0.5610, 3.60, 0.066, 205, 91, CRYO-EM STRUCTURE OF TYPE III-A CSM-NTR COMPLEX 
27, 6o7iK, 0.5607, 3.86, 0.065, 275, 93, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY BIGGER COMPLEX IN COMPLEX WITH CA4 IN TYPE III-A CRISPR-CAS SYSTEM 
28, 6ifuE, 0.5607, 3.81, 0.095, 216, 95, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR2-DSDNA COMPLEX 
29, 6ifnG, 0.5599, 3.76, 0.086, 220, 93, CRYSTAL STRUCTURE OF TYPE III-A CRISPR CSM COMPLEX 
30, 6o7hD, 0.5593, 3.43, 0.067, 285, 89, CRYO-EM STRUCTURE OF CSM-CRRNA-TARGET RNA TERNARY COMPLEX IN COMPLEX WITH CA4 IN TYPE III-A CRISPR-CAS SYSTEM 
31, 6ifkE, 0.5593, 3.69, 0.065, 207, 92, CRYO-EM STRUCTURE OF TYPE III-A CSM-CTR1 COMPLEX; AMPPNP BOUND 
