No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 2pncB, 0.5139, 3.38, 0.074, 622, 68, CRYSTAL STRUCTURE OF BOVINE PLASMA COPPER-CONTAINING AMINE OXIDASE IN COMPLEX WITH CLONIDINE
2, 3pgbA, 0.5090, 3.31, 0.090, 739, 67, CRYSTAL STRUCTURE OF ASPERGILLUS NIDULANS AMINE OXIDASE
3, 1tu5B, 0.5086, 3.46, 0.060, 632, 67, CRYSTAL STRUCTURE OF BOVINE PLASMA COPPER-CONTAINING AMINE OXIDASE
4, 2c10C, 0.5083, 3.63, 0.060, 704, 67, THE STRUCTURE OF A TRUNCATED SOLUBLE VERSION OF SEMICARBAZIDE-SENSITIVE AMINE OXIDASE
5, 2y73A, 0.5080, 3.59, 0.060, 704, 67, THE NATIVE STRUCTURES OF SOLUBLE HUMAN PRIMARY AMINE OXIDASE AOC3
6, 1pu4B, 0.5080, 3.59, 0.060, 698, 67, CRYSTAL STRUCTURE OF HUMAN VASCULAR ADHESION PROTEIN-1
7, 2c10A, 0.5075, 3.63, 0.060, 704, 67, THE STRUCTURE OF A TRUNCATED SOLUBLE VERSION OF SEMICARBAZIDE-SENSITIVE AMINE OXIDASE
8, 1pu4A, 0.5068, 3.59, 0.060, 703, 67, CRYSTAL STRUCTURE OF HUMAN VASCULAR ADHESION PROTEIN-1
9, 4btyA, 0.5066, 3.59, 0.060, 710, 67, CRYSTAL STRUCTURE OF HUMAN VASCULAR ADHESION PROTEIN-1 IN COMPLEX WITH PYRIDAZINONE INHIBITORS
10, 4btxA, 0.5058, 3.61, 0.060, 708, 67, CRYSTAL STRUCTURE OF HUMAN VASCULAR ADHESION PROTEIN-1 IN COMPLEX WITH PYRIDAZINONE INHIBITORS
11, 1tu5A, 0.5052, 3.63, 0.074, 632, 68, CRYSTAL STRUCTURE OF BOVINE PLASMA COPPER-CONTAINING AMINE OXIDASE
12, 4btwA, 0.5048, 3.60, 0.060, 710, 67, CRYSTAL STRUCTURE OF HUMAN VASCULAR ADHESION PROTEIN-1 IN COMPLEX WITH PYRIDAZINONE INHIBITORS
13, 3alaF, 0.5048, 3.37, 0.061, 700, 66, CRYSTAL STRUCTURE OF VASCULAR ADHESION PROTEIN-1 IN SPACE GROUP C2
14, 3ci0K, 0.5046, 4.01, 0.080, 280, 75, THE CRYSTAL STRUCTURE OF THE GSPK-GSPI-GSPJ COMPLEX FROM ENTEROTOXIGENIC ESCHERICHIA COLI TYPE 2 SECRETION SYSTEM
15, 2y74B, 0.5042, 3.63, 0.060, 698, 67, THE CRYSTAL STRUCTURE OF HUMAN SOLUBLE PRIMARY AMINE OXIDASE AOC3 IN THE OFF-COPPER CONFORMATION
16, 2c11D, 0.5040, 3.50, 0.061, 670, 66, CRYSTAL STRUCTURE OF THE 2-HYDRAZINOPYRIDINE OF SEMICARBAZIDE-SENSITIVE AMINE OXIDASE
17, 2c11B, 0.5038, 3.51, 0.061, 670, 66, CRYSTAL STRUCTURE OF THE 2-HYDRAZINOPYRIDINE OF SEMICARBAZIDE-SENSITIVE AMINE OXIDASE
18, 1us1A, 0.5038, 3.62, 0.060, 703, 67, CRYSTAL STRUCTURE OF HUMAN VASCULAR ADHESION PROTEIN-1
19, 2c11C, 0.5034, 3.64, 0.060, 670, 67, CRYSTAL STRUCTURE OF THE 2-HYDRAZINOPYRIDINE OF SEMICARBAZIDE-SENSITIVE AMINE OXIDASE
20, 2c10D, 0.5032, 3.53, 0.061, 707, 66, THE STRUCTURE OF A TRUNCATED SOLUBLE VERSION OF SEMICARBAZIDE-SENSITIVE AMINE OXIDASE
21, 2y74A, 0.5029, 3.79, 0.041, 694, 73, THE CRYSTAL STRUCTURE OF HUMAN SOLUBLE PRIMARY AMINE OXIDASE AOC3 IN THE OFF-COPPER CONFORMATION
22, 3alaA, 0.5028, 3.63, 0.060, 704, 67, CRYSTAL STRUCTURE OF VASCULAR ADHESION PROTEIN-1 IN SPACE GROUP C2
23, 2c10B, 0.5028, 3.55, 0.061, 707, 66, THE STRUCTURE OF A TRUNCATED SOLUBLE VERSION OF SEMICARBAZIDE-SENSITIVE AMINE OXIDASE
24, 4btxB, 0.5021, 3.68, 0.060, 705, 67, CRYSTAL STRUCTURE OF HUMAN VASCULAR ADHESION PROTEIN-1 IN COMPLEX WITH PYRIDAZINONE INHIBITORS
25, 4btwB, 0.5020, 3.54, 0.061, 704, 66, CRYSTAL STRUCTURE OF HUMAN VASCULAR ADHESION PROTEIN-1 IN COMPLEX WITH PYRIDAZINONE INHIBITORS
26, 3alaB, 0.5020, 3.64, 0.060, 704, 67, CRYSTAL STRUCTURE OF VASCULAR ADHESION PROTEIN-1 IN SPACE GROUP C2
27, 3alaG, 0.5019, 3.67, 0.060, 705, 67, CRYSTAL STRUCTURE OF VASCULAR ADHESION PROTEIN-1 IN SPACE GROUP C2
28, 3alaC, 0.5019, 3.66, 0.060, 708, 67, CRYSTAL STRUCTURE OF VASCULAR ADHESION PROTEIN-1 IN SPACE GROUP C2
29, 2y73B, 0.5019, 3.55, 0.075, 700, 67, THE NATIVE STRUCTURES OF SOLUBLE HUMAN PRIMARY AMINE OXIDASE AOC3
30, 2pncA, 0.5017, 3.64, 0.074, 622, 68, CRYSTAL STRUCTURE OF BOVINE PLASMA COPPER-CONTAINING AMINE OXIDASE IN COMPLEX WITH CLONIDINE
31, 1us1B, 0.5017, 3.73, 0.059, 698, 68, CRYSTAL STRUCTURE OF HUMAN VASCULAR ADHESION PROTEIN-1
32, 2c11A, 0.5014, 3.64, 0.060, 670, 67, CRYSTAL STRUCTURE OF THE 2-HYDRAZINOPYRIDINE OF SEMICARBAZIDE-SENSITIVE AMINE OXIDASE
33, 3alaE, 0.5013, 3.64, 0.060, 701, 67, CRYSTAL STRUCTURE OF VASCULAR ADHESION PROTEIN-1 IN SPACE GROUP C2
34, 3alaD, 0.5008, 3.65, 0.060, 710, 67, CRYSTAL STRUCTURE OF VASCULAR ADHESION PROTEIN-1 IN SPACE GROUP C2
35, 4bjpA, 0.5002, 3.60, 0.086, 409, 70, CRYSTAL STRUCTURE OF E. COLI PENICILLIN BINDING PROTEIN 3
