No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5sy1B, 0.3905, 5.88, 0.109, 582, 128, STRUCTURE OF THE STRA6 RECEPTOR FOR RETINOL UPTAKE IN COMPLEX WITH CALMODULIN
2, 5sy1A, 0.3905, 5.88, 0.109, 582, 128, STRUCTURE OF THE STRA6 RECEPTOR FOR RETINOL UPTAKE IN COMPLEX WITH CALMODULIN
3, 5ip0D, 0.2933, 3.59, 0.099, 108, 71, PHA BINDING PROTEIN PHAP (PHASIN)
4, 5ip0H, 0.2926, 3.71, 0.097, 108, 72, PHA BINDING PROTEIN PHAP (PHASIN)
5, 5ip0A, 0.2919, 3.78, 0.097, 107, 72, PHA BINDING PROTEIN PHAP (PHASIN)
6, 5ip0M, 0.2916, 3.87, 0.096, 107, 73, PHA BINDING PROTEIN PHAP (PHASIN)
7, 5ip0L, 0.2912, 3.60, 0.099, 108, 71, PHA BINDING PROTEIN PHAP (PHASIN)
8, 5ip0P, 0.2911, 3.43, 0.100, 108, 70, PHA BINDING PROTEIN PHAP (PHASIN)
9, 5ip0E, 0.2900, 3.71, 0.111, 107, 72, PHA BINDING PROTEIN PHAP (PHASIN)
10, 5ip0I, 0.2892, 3.71, 0.111, 107, 72, PHA BINDING PROTEIN PHAP (PHASIN)
