No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5uvnF, 0.4382, 4.31, 0.581, 416, 93, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
2, 5uvnE, 0.4382, 4.31, 0.581, 416, 93, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
3, 5uvnD, 0.4382, 4.31, 0.581, 416, 93, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
4, 5uvnC, 0.4382, 4.31, 0.581, 416, 93, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
5, 5uvnB, 0.4382, 4.31, 0.581, 416, 93, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
6, 5uvnA, 0.4382, 4.31, 0.581, 416, 93, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
7, 5uw8B, 0.4120, 3.64, 0.198, 98, 81, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
8, 5uw2A, 0.4113, 3.89, 0.179, 112, 84, STRUCTURE OF E. COLI MCE PROTEIN MLAD PERIPLASMIC DOMAIN
9, 5uw2B, 0.4105, 3.89, 0.155, 110, 84, STRUCTURE OF E. COLI MCE PROTEIN MLAD PERIPLASMIC DOMAIN
10, 5uw8E, 0.4089, 3.95, 0.141, 106, 85, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
