No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 1njuD, 0.4990, 3.67, 0.067, 230, 89, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
2, 1njuC, 0.4972, 3.73, 0.067, 227, 90, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
3, 2wpoA, 0.4946, 3.56, 0.068, 230, 88, HCMV PROTEASE INHIBITOR COMPLEX
4, 1nkkB, 0.4943, 3.73, 0.079, 226, 89, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
5, 1nkkA, 0.4940, 3.74, 0.079, 222, 89, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
6, 2wpoB, 0.4938, 3.79, 0.056, 230, 90, HCMV PROTEASE INHIBITOR COMPLEX
7, 2wpoD, 0.4932, 3.60, 0.068, 230, 88, HCMV PROTEASE INHIBITOR COMPLEX
8, 1nkkD, 0.4932, 3.57, 0.091, 220, 88, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
9, 1njuB, 0.4928, 3.61, 0.091, 230, 88, COMPLEX STRUCTURE OF HCMV PROTEASE AND A PEPTIDOMIMETIC INHIBITOR
10, 2wpoC, 0.4922, 3.59, 0.080, 230, 88, HCMV PROTEASE INHIBITOR COMPLEX
