No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5uvnF, 0.2809, 5.48, 0.079, 416, 76, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
2, 5uvnE, 0.2809, 5.48, 0.079, 416, 76, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
3, 5uvnD, 0.2809, 5.48, 0.079, 416, 76, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
4, 5uvnC, 0.2809, 5.48, 0.079, 416, 76, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
5, 5uvnB, 0.2809, 5.48, 0.079, 416, 76, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
6, 5uvnA, 0.2809, 5.48, 0.079, 416, 76, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
7, 5ncnB, 0.2668, 2.09, 0.047, 76, 43, CRYSTAL STRUCTURE DBF2(NTR)-MOB1 COMPLEX 
8, 6cg8B, 0.2617, 3.49, 0.000, 77, 49, STRUCTURE OF C. CRESCENTUS GAPR-DNA 
9, 6cg8E, 0.2614, 3.45, 0.000, 78, 49, STRUCTURE OF C. CRESCENTUS GAPR-DNA 
10, 6cg8A, 0.2598, 3.24, 0.000, 77, 48, STRUCTURE OF C. CRESCENTUS GAPR-DNA 
