No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5lnkL, 0.5614, 3.60, 0.079, 599, 89, ENTIRE OVINE RESPIRATORY COMPLEX I
2, 4heaT, 0.5348, 4.01, 0.054, 605, 93, CRYSTAL STRUCTURE OF THE ENTIRE RESPIRATORY COMPLEX I FROM THERMUS THERMOPHILUS
3, 5gupLA, 0.5334, 4.57, 0.052, 606, 96, 
4, 4he8L, 0.5321, 4.12, 0.032, 605, 93, CRYSTAL STRUCTURE OF THE MEMBRANE DOMAIN OF RESPIRATORY COMPLEX I FROM THERMUS THERMOPHILUS
5, 4he8F, 0.5321, 4.12, 0.032, 605, 93, CRYSTAL STRUCTURE OF THE MEMBRANE DOMAIN OF RESPIRATORY COMPLEX I FROM THERMUS THERMOPHILUS
6, 4ikwA, 0.5241, 4.05, 0.072, 492, 97, CRYSTAL STRUCTURE OF PEPTIDE TRANSPORTER POT IN COMPLEX WITH SULFATE
7, 5xtiLD, 0.5198, 4.37, 0.065, 603, 93, struct.pdbx_descriptor              
8, 5xtiJA, 0.5198, 4.37, 0.065, 603, 93, struct.pdbx_descriptor              
9, 5xthJA, 0.5198, 4.37, 0.065, 603, 93, struct.pdbx_descriptor              
10, 5xtdl, 0.5198, 4.37, 0.065, 603, 93, CRYO-EM STRUCTURE OF HUMAN RESPIRATORY COMPLEX I
11, 5xtcl, 0.5198, 4.37, 0.065, 603, 93, CRYO-EM STRUCTURE OF HUMAN RESPIRATORY COMPLEX I TRANSMEMBRANE ARM
12, 5gpnIA, 0.5138, 4.06, 0.076, 594, 92, 
13, 4he8N, 0.5132, 3.88, 0.099, 427, 91, CRYSTAL STRUCTURE OF THE MEMBRANE DOMAIN OF RESPIRATORY COMPLEX I FROM THERMUS THERMOPHILUS
14, 4heaM, 0.5131, 4.31, 0.118, 467, 93, CRYSTAL STRUCTURE OF THE ENTIRE RESPIRATORY COMPLEX I FROM THERMUS THERMOPHILUS
15, 6exsA, 0.5125, 4.44, 0.064, 487, 94, CRYSTAL STRUCTURE OF A POT FAMILY TRANSPORTER IN COMPLEX WITH THIOALCOHOL CONJUGATED PEPTIDE. 
16, 4ikvA, 0.5113, 4.21, 0.082, 492, 98, CRYSTAL STRUCTURE OF PEPTIDE TRANSPORTER POT
17, 4heaN, 0.5106, 4.20, 0.085, 427, 94, CRYSTAL STRUCTURE OF THE ENTIRE RESPIRATORY COMPLEX I FROM THERMUS THERMOPHILUS
18, 6cnfO, 0.5102, 4.32, 0.076, 539, 92, YEAST RNA POLYMERASE III ELONGATION COMPLEX 
19, 4heaL, 0.5098, 3.72, 0.045, 605, 89, CRYSTAL STRUCTURE OF THE ENTIRE RESPIRATORY COMPLEX I FROM THERMUS THERMOPHILUS
