No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5mqpF, 0.4197, 3.82, 0.043, 599, 69, GLYCOSIDE HYDROLASE BT_1002
2, 1dboA, 0.4165, 3.56, 0.047, 481, 64, CRYSTAL STRUCTURE OF CHONDROITINASE B
3, 5mqpH, 0.4076, 3.69, 0.031, 600, 64, GLYCOSIDE HYDROLASE BT_1002
4, 1qcxA, 0.4054, 3.33, 0.050, 359, 60, PECTIN LYASE B
5, 6itgB, 0.4044, 2.75, 0.107, 499, 56, A NEW ALGINATE LYASE (PL6) FROM VIBRIO SPLENDIDUS OU02 
6, 1dbgA, 0.4044, 3.83, 0.062, 481, 64, CRYSTAL STRUCTURE OF CHONDROITINASE B
7, 3vsvA, 0.4042, 4.03, 0.061, 638, 66, THE COMPLEX STRUCTURE OF XYLC WITH XYLOSE
8, 3vsuC, 0.4037, 4.04, 0.061, 638, 66, THE COMPLEX STRUCTURE OF XYLC WITH XYLOBIOSE
9, 3vsvC, 0.4036, 4.04, 0.061, 638, 66, THE COMPLEX STRUCTURE OF XYLC WITH XYLOSE
10, 3vstB, 0.4035, 4.05, 0.061, 638, 66, THE COMPLEX STRUCTURE OF XYLC WITH TRIS
