No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5uvnF, 0.4603, 3.86, 0.732, 416, 82, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
2, 5uvnE, 0.4603, 3.86, 0.732, 416, 82, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
3, 5uvnD, 0.4603, 3.86, 0.732, 416, 82, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
4, 5uvnC, 0.4603, 3.86, 0.732, 416, 82, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
5, 5uvnB, 0.4603, 3.86, 0.732, 416, 82, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
6, 5uvnA, 0.4603, 3.86, 0.732, 416, 82, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
7, 5uw2B, 0.4514, 3.68, 0.177, 110, 79, STRUCTURE OF E. COLI MCE PROTEIN MLAD PERIPLASMIC DOMAIN
8, 5uw8D, 0.4513, 3.67, 0.165, 102, 79, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
9, 5uw8E, 0.4512, 3.69, 0.177, 106, 79, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
10, 5uw8A, 0.4500, 3.69, 0.177, 105, 79, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
