No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 3u41H, 0.4216, 4.50, 0.064, 203, 78, CRYSTAL STRUCTURE OF ESCHERICHIA COLI DMSD IN SPACE GROUP P212121
2, 3u41D, 0.4183, 4.65, 0.075, 204, 80, CRYSTAL STRUCTURE OF ESCHERICHIA COLI DMSD IN SPACE GROUP P212121
3, 3efpB, 0.4181, 4.50, 0.065, 208, 77, CRYSTAL STRUCTURE OF THE ESCHERICHIA COLI TWIN ARGININE LEADER PEPTIDE BINDING PROTEIN DMSD IN A MONOMERIC FORM
4, 3u41F, 0.4169, 4.59, 0.077, 204, 78, CRYSTAL STRUCTURE OF ESCHERICHIA COLI DMSD IN SPACE GROUP P212121
5, 3u41B, 0.4168, 4.53, 0.077, 204, 78, CRYSTAL STRUCTURE OF ESCHERICHIA COLI DMSD IN SPACE GROUP P212121
6, 3cw0B, 0.4168, 4.51, 0.077, 203, 78, E.COLI DMSD
7, 3u41A, 0.4153, 4.58, 0.077, 204, 78, CRYSTAL STRUCTURE OF ESCHERICHIA COLI DMSD IN SPACE GROUP P212121
8, 3cw0A, 0.4134, 4.60, 0.077, 203, 78, E.COLI DMSD
9, 3u41G, 0.4107, 4.49, 0.077, 203, 78, CRYSTAL STRUCTURE OF ESCHERICHIA COLI DMSD IN SPACE GROUP P212121
10, 3u41C, 0.4103, 4.81, 0.074, 204, 81, CRYSTAL STRUCTURE OF ESCHERICHIA COLI DMSD IN SPACE GROUP P212121
