No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 2pd0C, 0.5570, 3.08, 0.110, 202, 91, PROTEIN CGD2_2020 FROM CRYPTOSPORIDIUM PARVUM
2, 2pd0D, 0.5560, 2.88, 0.111, 200, 90, PROTEIN CGD2_2020 FROM CRYPTOSPORIDIUM PARVUM
3, 2pd0A, 0.5555, 3.09, 0.110, 202, 91, PROTEIN CGD2_2020 FROM CRYPTOSPORIDIUM PARVUM
4, 2pd0B, 0.5551, 2.88, 0.111, 202, 90, PROTEIN CGD2_2020 FROM CRYPTOSPORIDIUM PARVUM
5, 5e3eD, 0.5446, 2.74, 0.136, 112, 88, CRYSTAL STRUCTURE OF CDIA-CT/CDII COMPLEX FROM Y. KRISTENSENII 33638
6, 5e3eB, 0.5435, 2.90, 0.146, 113, 89, CRYSTAL STRUCTURE OF CDIA-CT/CDII COMPLEX FROM Y. KRISTENSENII 33638
7, 5e3eF, 0.5427, 3.04, 0.144, 113, 90, CRYSTAL STRUCTURE OF CDIA-CT/CDII COMPLEX FROM Y. KRISTENSENII 33638
8, 1awzA, 0.5041, 3.15, 0.112, 123, 89, 3D SOLUTION STRUCTURE OF HUMAN ANGIOGENIN DETERMINED BY 1H 15N NMR SPECTROSCOPY 30 STRUCTURES
9, 2vq9A, 0.5016, 3.32, 0.112, 123, 89, RNASE ZF-3E
10, 3ln8A, 0.4995, 3.19, 0.126, 126, 87, THE X-RAY STRUCTURE OF ZF-RNASE-1 FROM A NEW CRYSTAL FORM AT PH 7.3
