No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5sy1B, 0.3346, 5.11, 0.078, 582, 103, STRUCTURE OF THE STRA6 RECEPTOR FOR RETINOL UPTAKE IN COMPLEX WITH CALMODULIN
2, 5sy1A, 0.3346, 5.11, 0.078, 582, 103, STRUCTURE OF THE STRA6 RECEPTOR FOR RETINOL UPTAKE IN COMPLEX WITH CALMODULIN
3, 6b87D, 0.2972, 3.19, 0.086, 102, 70, CRYSTAL STRUCTURE OF TRANSMEMBRANE PROTEIN TMHC2_E
4, 6b87A, 0.2959, 3.20, 0.071, 100, 70, CRYSTAL STRUCTURE OF TRANSMEMBRANE PROTEIN TMHC2_E
5, 5ip0L, 0.2775, 3.33, 0.044, 108, 68, PHA BINDING PROTEIN PHAP (PHASIN)
6, 5ip0E, 0.2757, 3.30, 0.045, 107, 67, PHA BINDING PROTEIN PHAP (PHASIN)
7, 5ip0I, 0.2750, 3.32, 0.045, 107, 67, PHA BINDING PROTEIN PHAP (PHASIN)
8, 6b87C, 0.2711, 3.56, 0.075, 100, 67, CRYSTAL STRUCTURE OF TRANSMEMBRANE PROTEIN TMHC2_E
9, 5ip0D, 0.2621, 3.37, 0.078, 108, 64, PHA BINDING PROTEIN PHAP (PHASIN)
10, 5ip0P, 0.2619, 3.63, 0.062, 108, 65, PHA BINDING PROTEIN PHAP (PHASIN)
