No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5fhyB, 0.5508, 4.13, 0.888, 229, 107, CRYSTAL STRUCTURE OF FLID (HAP2) FROM PSEUDOMONAS AERUGINOSA PAO1
2, 5fhyA, 0.5490, 4.21, 0.944, 229, 108, CRYSTAL STRUCTURE OF FLID (HAP2) FROM PSEUDOMONAS AERUGINOSA PAO1
3, 5h5wB, 0.5371, 3.95, 0.288, 195, 104, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM ESCHERICHIA COLI
4, 5h5wA, 0.5351, 3.82, 0.284, 198, 102, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM ESCHERICHIA COLI
5, 5h5vF, 0.5337, 3.89, 0.257, 326, 101, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D1-D2-D3 DOMAINS FROM ESCHERICHIA COLI
6, 5h5vB, 0.5336, 3.89, 0.257, 335, 101, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D1-D2-D3 DOMAINS FROM ESCHERICHIA COLI
7, 5h5vC, 0.5327, 3.90, 0.294, 352, 102, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D1-D2-D3 DOMAINS FROM ESCHERICHIA COLI
8, 5h5vA, 0.5327, 3.90, 0.294, 348, 102, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D1-D2-D3 DOMAINS FROM ESCHERICHIA COLI
9, 5h5vD, 0.5326, 3.90, 0.294, 341, 102, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D1-D2-D3 DOMAINS FROM ESCHERICHIA COLI
10, 5h5vE, 0.5322, 3.91, 0.294, 295, 102, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D1-D2-D3 DOMAINS FROM ESCHERICHIA COLI
11, 5h5tA, 0.5270, 4.23, 0.229, 196, 105, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM SALMONELLA TYPHIMURIUM
12, 5h5tB, 0.5262, 4.18, 0.231, 195, 104, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM SALMONELLA TYPHIMURIUM
13, 5xljA, 0.5260, 4.21, 0.276, 192, 105, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM SERRATIA MARCESCENS IN SPACE GROUP P432
14, 5xlkA, 0.5247, 4.04, 0.282, 189, 103, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM SERRATIA MARCESCENS IN SPACE GROUP I422
15, 5h5tE, 0.5242, 4.10, 0.260, 196, 104, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM SALMONELLA TYPHIMURIUM
16, 5h5tD, 0.5235, 4.18, 0.257, 193, 105, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM SALMONELLA TYPHIMURIUM
17, 5xlkB, 0.5215, 4.12, 0.311, 189, 103, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM SERRATIA MARCESCENS IN SPACE GROUP I422
18, 5h5tC, 0.5205, 4.28, 0.250, 196, 104, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM SALMONELLA TYPHIMURIUM
19, 5xlkC, 0.5069, 3.95, 0.306, 185, 98, CRYSTAL STRUCTURE OF THE FLAGELLAR CAP PROTEIN FLID D2-D3 DOMAINS FROM SERRATIA MARCESCENS IN SPACE GROUP I422
