No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 4n20A, 0.4913, 4.95, 0.068, 639, 133, CRYSTAL STRUCTURE OF PROTEIN ARGININE DEIMINASE 2 (0 MM CA2+)
2, 4n24A, 0.4908, 4.91, 0.068, 645, 132, CRYSTAL STRUCTURE OF PROTEIN ARGININE DEIMINASE 2 (100 UM CA2+)
3, 4n2iA, 0.4903, 5.04, 0.060, 662, 134, CRYSTAL STRUCTURE OF PROTEIN ARGININE DEIMINASE 2 (D177A 10 MM CA2+)
4, 4n2kA, 0.4902, 4.93, 0.076, 637, 132, CRYSTAL STRUCTURE OF PROTEIN ARGININE DEIMINASE 2 (Q350A 0 MM CA2+)
5, 4n2dA, 0.4896, 4.99, 0.068, 636, 133, CRYSTAL STRUCTURE OF PROTEIN ARGININE DEIMINASE 2 (D123N 0 MM CA2+)
6, 4n2fA, 0.4895, 4.93, 0.076, 633, 132, CRYSTAL STRUCTURE OF PROTEIN ARGININE DEIMINASE 2 (D169A 0 MM CA2+)
7, 5n0yA, 0.4881, 5.15, 0.081, 635, 136, HPAD4 CRYSTAL COMPLEX WITH AFM-30A
8, 1wdaA, 0.4879, 4.97, 0.074, 628, 135, CRYSTAL STRUCTURE OF HUMAN PEPTIDYLARGININE DEIMINASE TYPE4 (PAD4) IN COMPLEX WITH BENZOYL-L-ARGININE AMIDE
9, 4n2hA, 0.4871, 4.89, 0.061, 639, 132, CRYSTAL STRUCTURE OF PROTEIN ARGININE DEIMINASE 2 (D177A 0 MM CA2+)
10, 3b1uA, 0.4862, 4.95, 0.075, 628, 134, CRYSTAL STRUCTURE OF HUMAN PEPTIDYLARGININE DEIMINASE 4 IN COMPLEX WITH O-F-AMIDINE
