No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5uvnF, 0.4791, 4.15, 0.626, 416, 91, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
2, 5uvnE, 0.4791, 4.15, 0.626, 416, 91, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
3, 5uvnD, 0.4791, 4.15, 0.626, 416, 91, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
4, 5uvnC, 0.4791, 4.15, 0.626, 416, 91, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
5, 5uvnB, 0.4791, 4.15, 0.626, 416, 91, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
6, 5uvnA, 0.4791, 4.15, 0.626, 416, 91, STRUCTURE OF E. COLI MCE PROTEIN PQIB PERIPLASMIC DOMAIN
7, 5uw8D, 0.4459, 3.52, 0.169, 102, 77, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
8, 5uw8C, 0.4450, 3.59, 0.187, 101, 80, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
9, 5uw8G, 0.4435, 3.52, 0.179, 106, 78, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
10, 5uw8E, 0.4432, 3.67, 0.190, 106, 79, STRUCTURE OF E. COLI MCE PROTEIN MLAD CORE MCE DOMAIN
