No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5a7dO, 0.5236, 4.10, 0.745, 288, 165, TETRAMERIC ASSEMBLY OF LGN WITH INSCUTEABLE
2, 5a7dS, 0.5208, 3.85, 0.730, 287, 163, TETRAMERIC ASSEMBLY OF LGN WITH INSCUTEABLE
3, 5a7dP, 0.5190, 3.66, 0.792, 288, 159, TETRAMERIC ASSEMBLY OF LGN WITH INSCUTEABLE
4, 5a7dL, 0.5177, 3.96, 0.728, 284, 162, TETRAMERIC ASSEMBLY OF LGN WITH INSCUTEABLE
5, 5a7dN, 0.5155, 3.99, 0.764, 283, 161, TETRAMERIC ASSEMBLY OF LGN WITH INSCUTEABLE
6, 5a7dQ, 0.5123, 4.08, 0.756, 281, 160, TETRAMERIC ASSEMBLY OF LGN WITH INSCUTEABLE
7, 5a7dR, 0.5111, 3.83, 0.804, 311, 158, TETRAMERIC ASSEMBLY OF LGN WITH INSCUTEABLE
8, 5a7dM, 0.5099, 3.92, 0.646, 259, 158, TETRAMERIC ASSEMBLY OF LGN WITH INSCUTEABLE
9, 5gyrJ, 0.2256, 5.46, 0.032, 131, 93, TETRAMERIC ALLOCHROMATIUM VINOSUM CYTOCHROME C 
10, 5gyrA, 0.2243, 5.58, 0.021, 131, 94, TETRAMERIC ALLOCHROMATIUM VINOSUM CYTOCHROME C 
