No., subject, TM-score, RMSD, Sequence Identity, Subject length, Aligned length, Description
1, 5dgrB, 0.4667, 4.57, 0.082, 571, 98, CRYSTAL STRUCTURE OF GH9 EXO-BETA-D-GLUCOSAMINIDASE PBPRA0520 GLUCOSAMINE COMPLEX
2, 6gdtD, 0.4643, 4.67, 0.071, 566, 99, CRYSTAL STRUCTURE OF EXO-GLUCOSIDASE/GLUCOSAMINIDASE VC0615 FROM VIBRIO CHOLERAE 
3, 6gdtB, 0.4643, 4.53, 0.061, 566, 98, CRYSTAL STRUCTURE OF EXO-GLUCOSIDASE/GLUCOSAMINIDASE VC0615 FROM VIBRIO CHOLERAE 
4, 6gdtA, 0.4639, 4.57, 0.061, 566, 99, CRYSTAL STRUCTURE OF EXO-GLUCOSIDASE/GLUCOSAMINIDASE VC0615 FROM VIBRIO CHOLERAE 
5, 6gdtC, 0.4629, 4.59, 0.061, 566, 99, CRYSTAL STRUCTURE OF EXO-GLUCOSIDASE/GLUCOSAMINIDASE VC0615 FROM VIBRIO CHOLERAE 
6, 6gdtE, 0.4628, 4.54, 0.061, 562, 98, CRYSTAL STRUCTURE OF EXO-GLUCOSIDASE/GLUCOSAMINIDASE VC0615 FROM VIBRIO CHOLERAE 
7, 5dgqB, 0.4624, 4.59, 0.091, 573, 99, CRYSTAL STRUCTURE OF GH9 EXO-BETA-D-GLUCOSAMINIDASE PBPRA0520
8, 3h7lC, 0.4621, 4.60, 0.081, 575, 99, CRYSTAL STRUCTURE OF ENDOGLUCANASE-RELATED PROTEIN FROM VIBRIO PARAHAEMOLYTICUS
9, 3h7lB, 0.4615, 4.56, 0.091, 575, 99, CRYSTAL STRUCTURE OF ENDOGLUCANASE-RELATED PROTEIN FROM VIBRIO PARAHAEMOLYTICUS
10, 5dgrA, 0.4612, 4.68, 0.091, 573, 99, CRYSTAL STRUCTURE OF GH9 EXO-BETA-D-GLUCOSAMINIDASE PBPRA0520 GLUCOSAMINE COMPLEX
